ISBN,Publisher,Book_Title,Book_Author,First_Publish_Year,Edition_Count,Book_Age,Edition_Count_Category,Total_Reviews,No_of_Pages,Book_Length_Category,Popularity_Score,Book_Price,Bestseller
0689311230,Atheneum,Jackaroo,Cynthia Voigt,1985,11,40,Medium,744,361,Medium,450.8,34.05,1
0553479377,Random House Audio Publishing Group,The Mark of the Assassin,Daniel Silva,1998,8,27,Medium,528,344,Medium,320.0,33.2,1
044651697X,Little Brown &amp; Co,Bless the Child,Cathy Cash Spellman,1993,15,32,Medium,780,641,Long,474.0,52.05,1
0877958262,Smithmark Pub,Belinda,Anne Rice,1986,8,39,Medium,15,603,Long,12.2,30.15,0
0399134026,Putnam Pub Group,Mutation,Robin Cook,1989,7,36,Medium,536,224,Medium,324.4,27.200000000000003,1
0684810794,Simon &amp; Schuster,The BIBLE CODE,Michael Drosnin,1997,3,27,Low,392,218,Medium,236.4,30.9,1
0375418954,Random House Audio,The Fourth Hand,John Irving,2001,10,24,Medium,584,186,Short,354.4,25.3,1
0525945636,Dutton Books,Code to Zero,Ken Follett,2000,36,25,High,220,737,Long,146.4,44.85,1
0399135243,Putnam Publishing Group,Hocus Pocus,Kurt Vonnegut,1990,15,35,Medium,104,208,Medium,68.4,18.4,1
0399135499,Putnam Publishing Group,Hocus Pocus,Kurt Vonnegut,1990,15,35,Medium,558,835,Long,340.8,59.75,1
0060191503,HarperCollins Publishers,The Eleventh Commandment,Jeffrey Archer,1998,34,27,High,180,168,Short,121.6,18.4,1
0399142371,Putnam Publishing Group,The Night Crew,John Sandford,1997,11,28,Medium,440,264,Medium,268.4,29.200000000000003,1
0399131876,Putnam Publishing Group,Outbreak,Robin Cook,1987,6,38,Medium,720,404,Medium,434.4,38.2,1
0671568825,Atria,Now You See Her,Linda Howard,1998,12,27,Medium,38,430,Medium,27.6,21.5,0
0694518077,HarperAudio,The Tenth Justice,Brad Meltzer,1997,21,28,High,36,881,Long,30.0,44.05,0
0060556870,HarperAudio,The Dominant Blonde,Alisa Kwitney,2003,2,22,Low,198,478,Medium,119.6,35.900000000000006,1
0771596154,Macmillan of Canada,After the Fire,Jane Rule,1989,9,36,Medium,552,442,Medium,334.8,38.1,1
0941483452,Naiad Press,After the Fire,Jane Rule,1989,9,36,Medium,60,998,Long,39.6,59.900000000000006,1
0843931787,Leisure Books,Encantadora,Gail Link,1991,2,34,Low,145,653,Long,87.8,42.65,1
9500285339,El Ateneo,Mi Planta de Naranja-Lima,Jose Mauro de Vasconcelos,2000,2,25,Low,240,515,Long,144.8,45.75,1
0688025935,Greenwillow,The Hero and the Crown,Robin McKinley,1984,30,41,High,272,208,Medium,175.2,26.4,1
039914868X,Putnam Adult,The Short Forever,Stuart Woods,2002,3,23,Low,144,482,Medium,87.6,40.1,1
0374384436,Farrar Straus Giroux,A Wind in the Door,Madeleine L'Engle,1973,39,51,High,97,602,Long,73.8,50.1,0
0439443849,Scholastic,Green Angel,Alice Hoffman,2003,10,22,Medium,679,484,Medium,411.4,38.2,1
0590410423,Scholastic Paperbacks (T),The Dollhouse Murders,Betty Ren Wright,1983,17,42,Medium,180,379,Medium,114.8,36.95,1
0399135421,Putnam Publishing Group,Sullivan's Sting,Lawrence Sanders,1990,9,35,Medium,31,555,Long,22.2,27.75,0
0679400702,Random House Inc,How to Make an American Quilt,Whitney Otto,1991,12,34,Medium,405,965,Long,247.8,58.25,1
0553075926,Bantam Dell Pub Group,The Face of the Waters,Robert Silverberg,1991,10,34,Medium,136,861,Long,85.6,59.05,1
1402521154,Recorded Books,The Lovely Bones,Alice Sebold,2002,23,23,High,180,886,Long,117.2,62.3,1
0679404457,Random House Inc,"Molly Ivins Can't Say That, Can She?",Molly Ivins,1991,2,34,Low,600,952,Long,360.8,67.6,1
1565120841,Algonquin Books of Chapel Hill,Lightning Song,Lewis Nordan,1997,3,28,Low,582,619,Long,350.4,42.95,1
0385301421,Bantam Dell Pub Group,Maximum Bob,Elmore Leonard,1991,26,34,High,850,756,Long,520.4,57.8,1
0679435972,Alfred A. Knopf,The Battle for God,Karen Armstrong,2000,1,24,Low,42,938,Long,25.6,46.900000000000006,0
0345363523,Ballantine Books,A Prayer for Owen Meany,John Irving,1989,32,36,High,630,163,Short,390.8,28.15,1
0821746154,Kensington Publishing Corporation,Cha Cha Cha,Jane Heller,1994,3,31,Low,665,190,Short,400.2,23.5,1
0525364552,Dutton Books,Otherwise Known As Sheila the Great,Judy Blume,1972,47,53,High,415,366,Medium,267.8,28.3,1
055310053X,Bantam,The Story of B,Daniel Quinn,1996,3,29,Low,410,784,Long,247.2,59.2,1
0671676547,Simon Pulse,REMEMBER ME,Christopher Pike,1989,12,36,Medium,294,239,Medium,181.2,25.950000000000003,1
0394547039,Random House Inc,The Toynbee Convector,Ray Bradbury,1988,21,37,High,860,345,Medium,524.4,37.25,1
B00006RGIO,Putnam Pub Group,American Fuji,Sara Backer,2001,4,24,Low,252,857,Long,152.79999999999998,54.85,1
9681905849,"Ediciones Alfaguara, S.A.",Memorias de una geisha,Arthur Golden,1999,1,25,Low,412,482,Medium,247.6,34.1,1
0671469525,Bookthrift Co,Stillwatch,Mary Higgins Clark,1984,17,41,Medium,350,586,Long,216.8,49.3,1
0060291982,HarperCollins,Breathing Underwater,Alex Flinn,2001,4,24,Low,396,119,Short,239.2,13.95,1
0531057291,Orchard Books (NY),Just As Long As We're Together,Judy Blume,1987,29,38,High,440,657,Long,275.6,48.85,1
0671678574,Pocket Books,A Knight in Shining Armor,Jude Deveraux,1989,9,36,Medium,240,623,Long,147.6,51.150000000000006,1
0385323832,Bantam Dell Pub Group,Cuba Libre,Elmore Leonard,1998,21,27,High,9,697,Long,13.8,34.85,0
0399130276,Smithmark Pub,"Chapterhouse Dune (Dune Chronicles, Book 6)",Frank Herbert,1985,1,38,Low,559,629,Long,335.4,51.45,1
0671045857,Audioworks,The Girl Who Loved Tom Gordon,Stephen King,1999,70,26,High,135,403,Medium,109.0,38.150000000000006,1
0671045865,Simon &amp; Schuster Audio,The Girl Who Loved Tom Gordon,Stephen King,1999,70,26,High,90,719,Long,82.0,45.95,1
0590674099,Scholastic School Market Edition,Walk Two Moons,Sharon Creech,1994,45,31,High,120,847,Long,90.0,58.35,1
0441812775,Penguin Putnam~mass,Time Travelers Strictly Cash,Spider Robinson,1981,3,44,Low,500,681,Long,301.2,54.05,1
0679452729,Random House Trade,The Third Twin,Ken Follett,1996,37,30,High,28,843,Long,31.6,42.150000000000006,0
0385261837,Bantam Dell Pub Group,Cantor's Dilemma,Carl Djerassi,1989,2,36,Low,567,327,Medium,341.0,30.35,1
157322121X,Putnam Pub Group,Giving Up America,Pearl Abraham,1998,3,27,Low,177,201,Medium,107.4,16.05,1
0394531809,Random House Inc,Heartburn,Nora Ephron,1983,17,42,Medium,434,643,Long,267.2,44.15,1
0449702944,Fawcett Books,The Runner (Point),Cynthia Voigt,1987,1,38,Low,651,516,Long,391.0,39.8,1
0451154878,New Amer Library,Wolf Moon,Charles de Lint,1988,6,36,Medium,9,301,Medium,7.8,15.05,0
0671504207,Simon &amp; Schuster,LONESOME DOVE,Larry McMurtry,1985,26,40,High,930,814,Long,568.4,60.7,1
0525940111,Penguin USA,The Rosewood Casket,Sharyn McCrumb,1996,6,29,Medium,105,598,Long,65.4,43.900000000000006,1
080505801X,Henry Holt and Co. (BYR),Smack,Melvin Burgess,1998,6,27,Medium,469,853,Long,283.79999999999995,56.650000000000006,1
0375402896,Random House Audio,N Is for Noose,Sue Grafton,1998,6,27,Medium,72,830,Long,45.6,53.5,1
0375403264,Random House Audio,N Is for Noose,Sue Grafton,1998,6,27,Medium,400,181,Short,242.4,25.05,1
0374126348,Farrar Straus Giroux,The Collected Stories of Isaac Bashevis Singer,Isaac Bashevis Singer,1982,3,43,Low,184,786,Long,111.6,55.3,1
325706134X,Diogenes,Vendetta. Commissario Brunettis vierter Fall.,Donna Leon,1997,3,26,Low,943,881,Long,567.0,64.05000000000001,1
0670315419,Viking Books,Firestarter,Stephen King,1980,77,45,High,168,464,Medium,131.6,39.2,1
031228781X,Thomas Dunne Books,A Summer in the Country,Marcia Willett,2003,3,22,Low,189,147,Short,114.6,25.35,1
1551669528,Mira Books,The Bad Witness,Laura Van Wormer,2002,3,23,Low,176,610,Long,106.8,46.5,1
0399149287,Putnam Publishing Group,Crime School,Carol O'Connell,2002,15,23,Medium,306,428,Medium,189.6,39.400000000000006,1
0399149171,Putnam Publishing Group,Criminal Intent,Sheldon Siegel,2002,3,23,Low,432,939,Long,260.4,62.95,1
0684863618,Simon &amp; Schuster,Pale Horse Coming,Stephen Hunter,2001,5,24,Low,252,215,Medium,153.2,28.75,1
0517588072,Crown Publishing Group (NY),The Sword of Orion,Robin A. White,1993,4,32,Low,320,948,Long,193.6,57.400000000000006,1
0374113300,Farrar Straus Giroux,The Bird Artist,Howard Norman,1994,2,31,Low,576,963,Long,346.4,66.15,1
0380978792,Eos (HarperCollins),The Fresco,Sheri S. Tepper,2000,7,27,Medium,567,440,Medium,343.0,36.0,1
0553229109,Bantam Books,How to Survive the Loss of a Love,Harold H. Bloomfield,1982,1,43,Low,310,112,Short,186.4,25.6,1
0395079810,Houghton Mifflin,The Member of the Wedding,Carson McCullers,1946,26,79,High,460,593,Long,286.4,49.650000000000006,1
0679412735,Random House Inc,Fatherland,Robert Harris,1992,10,33,Medium,195,800,Long,121.0,46.0,1
0553714961,Random House Audio Publishing Group,Body of Lies,Iris Johansen,2002,9,23,Medium,105,840,Long,66.6,52.0,0
0345393562,Ballantine Books,Rookery Blues,Jon Hassler,1995,4,30,Low,352,121,Short,212.8,22.05,1
073943232X,Bantam,The Big Bad Wolf Tells All,Donna Kauffman,2003,3,22,Low,360,782,Long,217.2,49.1,1
0316807222,"Little, Brown",Maniac Magee,Jerry Spinelli,1990,39,35,High,128,665,Long,92.4,49.25,1
0670824399,Viking Juvenile,Matilda,Roald Dahl,1988,149,37,High,680,909,Long,467.6,61.45,1
9500704447,Sudamericana,Eva Luna,Isabel Allende,1987,105,38,High,464,419,Medium,320.4,36.95,1
9681906993,"Ediciones Alfaguara, S.A.",La fiesta del chivo,Mario Vargas Llosa,2000,89,25,High,658,225,Medium,430.4,25.25,1
039449038X,Random House Inc,Celestial Navigation,Anne Tyler,1974,24,52,High,42,403,Medium,34.8,20.15,0
039551598X,Houghton Mifflin,The Things They Carried,Tim O'Brien,1990,36,35,High,297,780,Long,192.6,57.0,1
0060245379,HarperCollins Publishers,The Hanged Man,Francesca Lia Block,1994,6,33,Medium,164,789,Long,100.8,53.45,1
0060245360,Harpercollins Juvenile Books,The Hanged Man,Francesca Lia Block,1994,5,31,Low,322,646,Long,195.2,46.3,1
0517705869,Harmony Books,The Law of Similars,Christopher A. Bohjalian,1999,3,26,Low,104,795,Long,63.6,55.75,1
0002222752,Collins,Goodbye California,Alistair MacLean,1977,7,48,Medium,145,385,Medium,89.8,29.25,1
055347880X,Bantam Audio Publishing,The Loop,Nicholas Evans,1998,32,27,High,297,833,Long,191.0,59.650000000000006,1
0879979453,Daw Books,Native Tongue,Suzette Haden Elgin,1984,10,41,Medium,516,283,Medium,313.6,32.15,1
0060548479,HarperAudio,Dead Ringer,Lisa Scottoline,2003,5,24,Low,314,459,Medium,190.4,38.95,1
0446516767,Warner Books,The Enemy Within,Larry Bond,1996,4,29,Low,704,893,Long,424.0,60.650000000000006,1
0395069629,Houghton Mifflin,Island of the Blue Dolphins,Scott O'Dell,1960,71,65,High,147,164,Short,116.6,22.200000000000003,1
0399134778,Putnam Pub Group,The Cat Who Talked to Ghosts,Lilian Jackson Braun,1990,8,35,Medium,216,124,Short,132.79999999999998,22.2,1
0553502719,Random House Audio,By the Light of the Moon,Dean Koontz,2002,23,23,High,960,747,Long,585.2,57.35,1
0759677530,1stBooks Library,Gifted Trust,John Paul Allen,2002,4,21,Low,384,324,Medium,232.0,32.2,1
0394415256,Alfred A. Knopf,The Andromeda Strain,Michael Crichton,1969,64,56,High,115,300,Medium,94.6,25.0,1
0679423664,Turtle Bay Books,"Girl, Interrupted",Susanna Kaysen,1993,13,32,Medium,88,356,Medium,58.0,33.8,1
0306456206,Harpercollins,Man's Search for Ultimate Meaning,Viktor E. Frankl,1997,11,28,Medium,400,802,Long,244.4,56.1,1
0441090737,Berkley Pub Group,Callahan's Lady,Spider Robinson,1989,3,36,Low,77,359,Medium,47.4,31.95,1
0679434224,Random House Inc,Shinju,Laura Joh Rowland,1994,5,31,Low,439,535,Long,265.4,38.75,1
0525407200,Dutton Books,Tales of a Fourth Grade Nothing,Judy Blume,1972,56,53,High,140,287,Medium,106.4,34.35,1
3522714504,"Weitbrecht, Stgt.",Das Druidentor.,Wolfgang Hohlbein,1993,11,30,Medium,194,153,Short,120.8,17.65,1
0399134654,Putnam Publishing Group,Rules of Prey,John Sandford,1989,15,36,Medium,280,165,Short,174.0,22.25,1
1568653786,Avon Books,Expendable,James Alan Gardner,1997,6,28,Medium,133,474,Medium,82.2,37.7,1
0380975815,William Morrow,In a Dry Season,Peter Robinson,1999,9,26,Medium,184,845,Long,114.0,58.25,1
0394519434,Random House Inc,The Minds of Billy Milligan,Daniel Keyes,1981,20,44,Medium,712,479,Medium,435.2,39.95,1
0679403477,Random House Inc,A Natural History of Love,Diane Ackerman,1994,4,31,Low,171,457,Medium,104.2,40.85,1
8420604674,Alianza,Nueve Cuentos,J. D. Salinger,1997,4,28,Low,100,421,Medium,61.6,41.05,1
155611463X,Penguin USA,Merlin's Harp,Anne Eliot Crompton,1995,2,30,Low,112,549,Long,68.0,43.45,1
0743504623,Simon &amp; Schuster Audio,Fatal Voyage,Kathy Reichs,2001,12,24,Medium,416,283,Medium,254.4,30.15,1
0061052175,Harpercollins,The Lions of Al-Rassan,Guy Gavriel Kay,1995,15,30,Medium,680,210,Medium,414.0,26.5,1
0517569442,Random House Inc,Dave Barry's Greatest Hits,Dave Barry,1988,11,37,Medium,60,607,Long,40.4,42.35,1
0671877232,Baen,"Honor Among Enemies (Honor Harrington Series, Book 6)",David Weber,1996,8,29,Medium,594,389,Medium,359.6,37.45,1
0747543674,Bloomsbury Publishing PLC,The Map of Love,Ahdaf Soueif,1999,6,26,Medium,222,314,Medium,135.6,27.700000000000003,1
0553470469,Random House Audio Publishing Group,The Pelican Brief,John Grisham,1992,82,33,High,322,731,Long,226.0,50.55,1
0385321961,Delacorte Press,The Transall Saga,Gary Paulsen,1998,8,28,Medium,475,1031,Long,288.2,67.55000000000001,1
0385600593,Doubleday,Blackberry Wine,Joanne Harris,2000,13,24,Medium,16,693,Long,14.8,34.65,0
031203914X,St Martins Pr,Probable Cause,Ridley Pearson,1990,9,35,Medium,424,832,Long,258.0,57.6,1
0739400932,Warner Books,Sweet Anger,Sandra Brown,1985,18,40,Medium,38,309,Medium,30.0,15.45,0
0399145761,Putnam Publishing Group,What If?: The World's Foremost Military Historians Imagine What Might Have Been,Robert Cowley,1999,1,25,Low,89,423,Medium,53.0,33.150000000000006,0
0553246585,Bantam Books,Sunset Embrace,Sandra Brown,1985,17,39,Medium,36,344,Medium,28.4,17.2,0
0718129474,Michael Joseph,The Forest House,Marion Zimmer Bradley,1993,18,32,Medium,435,536,Long,268.2,36.8,1
0807009180,Houghton Mifflin,Race Matters,Cornel West,1993,9,32,Medium,656,632,Long,397.2,47.6,1
0688014550,HarperCollins,Ralph S. Mouse,Beverly Cleary,1982,29,43,High,460,502,Long,287.6,45.1,1
0449906787,Ballantine Books,Belgrave Square,Anne Perry,1992,5,33,Low,790,130,Short,476.0,26.5,1
0441090753,Berkley Pub Group,The Callahan Touch,Spider Robinson,1993,4,31,Low,2,139,Short,2.8,6.95,0
0679412018,Random House,"Green Shadows, White Whale",Ray Bradbury,1992,15,33,Medium,300,643,Long,186.0,42.15,1
0312013523,St Martins Pr,Linda Goodman's Star Signs,Linda Goodman,1987,4,38,Low,126,173,Short,77.19999999999999,20.65,1
0312113773,St Martins Pr,The Scold's Bridle,Minette Walters,1994,13,31,Medium,364,665,Long,223.6,47.25,1
3352005656,RÃ?Â¼tten &amp; Loening,Solange du da bist.,Marc Levy,2000,2,25,Low,413,759,Long,248.6,51.95,1
0821736698,Zebra Books,An Unwilling Bride,Jo Beverley,1992,7,33,Medium,304,259,Medium,185.2,28.950000000000003,1
0316328871,Little Brown &amp; Co,I Am the Only Running Footman,Martha Grimes,1986,14,39,Medium,520,277,Medium,317.6,29.85,1
0399134891,Putnam Pub Group,Skin Tight,Carl Hiaasen,1989,20,37,Medium,559,469,Medium,343.4,43.45,1
1853716154,Poolbeg Pr Ltd,Lucy Sullivan Is Getting Married,Marian Keyes,1996,29,29,High,186,121,Short,123.2,10.05,1
