ISBN,Book_Title,Book_Author,Year-Of-Publication,Edition_Count,Book_Age,Edition_Count_Category,Total_Reviews,No_of_Pages,Book_Length_Category,Popularity_Score,Book_Price,Bestseller
0743477219,Daddy's Little Girl,Mary Higgins Clark,2002,16,23,Medium,0,882,Long,6.4,44.1,No
1770432467,Behind the Lines (Point),Piers Anthony,1931,8,95,Medium,222,920,Long,136.39999999999998,60.0,Yes
0553583867,The Husband Test,Betina M. Krahn,2001,2,24,Low,0,320,Medium,0.8,16.0,No
0399137211,Double Deuce,Robert B. Parker,1992,5,33,Low,0,648,Long,2.0,32.4,No
1587882361,Kentucky Rich,Fern Michaels,2001,4,24,Low,213,678,Long,129.4,53.9,Yes
0312860382,Darwinia,Robert Charles Wilson,1998,7,27,Medium,0,393,Medium,2.8000000000000003,19.65,No
6000138627,The Short Forever,Lilian Jackson Braun,1920,39,105,High,486,375,Medium,307.2,30.75,Yes
8789559010,Hannibal,Max Allan Collins,1903,37,122,High,292,369,Medium,190.0,26.45,Yes
0749720409,The Midnight Ride of Thomas the Tank Engine (Thomas the Tank Engine),Owain Bell,1995,1,30,Low,96,892,Long,57.99999999999999,60.6,Yes
4012926284,Geek Love,Gary Mechler,1923,13,102,Medium,115,574,Long,74.2,38.7,Yes
0913367346,Just Like Jesus,Max Lucado,1998,2,25,Low,0,485,Medium,-24.4,24.25,No
3453017978,Der Matarese- Bund. Roman.,Robert Ludlum,1983,1,42,Low,0,316,Medium,0.4,15.8,No
0553585118,Once a Thief,Kay Hooper,2002,4,23,Low,228,904,Long,138.39999999999998,51.2,Yes
7607566451,We Are Our Mothers' Daughters,Terenci Moix,1930,24,95,High,198,268,Medium,128.4,31.4,Yes
6628985979,"How to Buy a House, Condo, or Co",Ethan Coen,2011,23,14,High,208,315,Medium,134.0,31.75,Yes
0380815257,A Belated Bride,Karen Hawkins,2001,3,24,Low,168,761,Long,102.0,50.05,Yes
8721758366,Traumberufe rund ums Pferd.,Len Deighton,1931,21,93,High,103,982,Long,70.2,67.1,No
3404139968,Von Zeit zu Zeit. Die Vergangenheit ist nur einen Schritt entfernt.,Jack Finney,1998,2,25,Low,0,220,Medium,-28.6,11.0,No
0446527165,Wish You Well,David Baldacci,2000,49,25,High,42,750,Long,44.8,37.5,No
0425166619,Toxin,Robin Cook,1999,5,26,Low,40,399,Medium,26.0,19.950000000000003,No
1573221937,How to Be Good,Nick Hornby,2001,12,24,Medium,0,879,Long,4.800000000000001,43.95,No
0060219440,Julie of the Wolves (Julie of the Wolves),Jean Craighead George,1972,61,53,High,378,155,Short,251.2,25.75,Yes
1881320189,Goodbye to the Buttermilk Sky,Julia Oliver,1994,1,33,Low,189,363,Medium,113.8,32.150000000000006,Yes
2828153685,Der kleine Beziehungsberater.,Hozy Rossi,1966,2,59,Low,147,442,Medium,89.0,28.1,Yes
2306891659,The Adventures of Mighty Mom,Martin V. Riccardo,1906,8,119,Medium,90,554,Long,57.2,39.7,Yes
4297496028,Antipodes 10,Scott Smith,1968,43,57,High,405,328,Medium,260.2,26.4,Yes
0743400720,The Camino,Shirley MacLaine,2000,7,25,Medium,950,420,Medium,572.8,41.0,Yes
3442541425,Anderer Leute Dreck. Die gewissenhaften Aufzeichnungen einer Putzfrau.,Louise Rafkin,2000,1,25,Low,0,754,Long,0.4,37.7,No
6045199415,Murder in Palm Springs,Annette Broadrick,1921,19,104,Medium,186,308,Medium,119.2,21.4,Yes
0786868716,The Five People You Meet in Heaven,Mitch Albom,2003,60,20,High,6,230,Medium,27.6,11.5,No
6513807054,Never Count Out the Dead (St. Martin's Minotaur Mysteries),Gail Diven,1935,44,90,High,0,251,Medium,17.6,12.55,No
0515133418,Summer in Eclipse Bay,Jayne Ann Krentz,2002,4,23,Low,230,966,Long,139.6,58.3,Yes
037540290X,A Widow for One Year,John Irving,1998,23,27,High,0,353,Medium,9.2,17.650000000000002,No
1565117972,Lies and the Lying Liars Who Tell Them: A Fair and Balanced Look at the Right,Al Franken,2003,1,22,Low,162,684,Long,97.6,52.2,Yes
4423697213,Heavier Than Air (Balona Books),John Irving,1916,31,109,High,88,543,Long,65.2,35.150000000000006,Yes
5013536703,The Manson Curse,Mary Higgins Clark,1916,48,109,High,738,666,Long,462.0,51.3,Yes
0801096677,Victorious Christians You Should Know,Warren W. Wiersbe,1984,1,41,Low,0,496,Medium,0.4,24.8,No
0671656155,The Fall of Atlantis,Marion Zimmer Bradley,1987,9,38,Medium,0,829,Long,3.6,41.45,No
0694524794,Burn Factor,Kyle Mills,2001,8,24,Medium,0,204,Medium,3.2,10.2,No
0316037443,The Best Cat Ever,Cleveland Amory,1993,8,32,Medium,0,209,Medium,3.2,10.45,No
0399141308,Idoru,William Gibson,1996,30,29,High,0,158,Short,12.0,7.9,No
0515095826,The Cat Who Knew Shakespeare,Lilian Jackson Braun,1988,2,37,Low,609,487,Medium,366.2,40.35,Yes
0679404856,Dave Barry Does Japan,Dave Barry,1992,10,33,Medium,672,109,Short,407.2,21.45,Yes
0399147101,Potshot,Robert B. Parker,2001,4,24,Low,224,927,Long,136.0,60.35,Yes
1551669021,Like Silk,Mary Lynn Baxter,2002,2,23,Low,0,367,Medium,0.8,18.35,No
1256774279,"Goodbye, Vietnam",John Varley,1918,11,107,Medium,72,883,Long,47.6,46.150000000000006,Yes
0553107232,Tough Cookie,Diane Mott Davidson,2000,4,25,Low,539,951,Long,325.0,61.55,Yes
074343627x,Dreamcatcher,Stephen King,2001,55,24,High,0,390,Medium,22.0,19.5,Yes
5463955039,Pozo y El Pendulo y Otras Historias Espeluzna,Tom Robbins,2003,4,22,Low,59,787,Long,37.0,41.35,Yes
0553477188,Out of Sight,Elmore Leonard,1996,27,29,High,0,757,Long,10.8,37.85,No
0060013117,Night Watch,Terry Pratchett,2002,31,23,High,0,260,Medium,12.4,13.0,No
9465114518,The Redemption of Sarah Cain,Richard Laymon,1948,34,75,High,0,183,Short,-0.7999999999999972,9.15,No
0373484070,Sons of Texas : Callaway Country,Annette Broadrick,2000,1,25,Low,0,711,Long,0.4,35.550000000000004,No
3499233045,Die Reise nach Karlsbad.,Ruth Berger,2003,3,22,Low,0,407,Medium,1.2000000000000002,20.35,No
1900850303,The Angelic Darkness,Richard Zimler,1999,4,26,Low,392,513,Long,236.8,33.650000000000006,Yes
6307120412,The Da Vinci Code,Stephen King,1980,28,45,High,312,579,Long,198.4,36.95,Yes
0970335555,You Shall Know Our Velocity,Dave Eggers,2002,18,24,Medium,0,164,Short,-19.2,8.200000000000001,No
044022330X,Rush Limbaugh Is a Big Fat Idiot: And Other Observations,Al Franken,1996,3,29,Low,594,958,Long,357.6,59.900000000000006,Yes
4874923734,Drudge Manifesto,Susan Vreeland,1987,46,38,High,518,322,Medium,329.2,30.1,Yes
1612020294,She Who Remembers,Robin Cook,1991,39,34,High,78,980,Long,62.4,51.0,Yes
555053150X,Christine,Stephen King,1983,63,42,High,765,341,Medium,484.2,35.05,Yes
3453198840,Der Gesang des Troubadours.,Clara Pierre,2002,3,24,Low,0,511,Long,-10.8,25.55,No
4839956293,How to Visit a Museum,Kate Wilhelm,1936,42,89,High,64,991,Long,55.2,51.55,Yes
073520313X,How to Say It Style Guide,Rosalie Maggio,2002,2,23,Low,0,552,Long,0.8,27.6,No
0961769947,Northwest Wines and Wineries,Chuck Hill,1993,1,30,Low,0,597,Long,-3.0,29.85,No
0671523074,Eye of the Beholder,Jayne Ann Krentz,1999,8,25,Medium,48,744,Long,32.0,37.2,No
0553106236,The Face of Deception,Iris Johansen,1998,5,27,Low,0,399,Medium,2.0,19.950000000000003,No
039447970X,Centennial,James A. Michener,1974,13,51,Medium,0,169,Short,5.2,8.450000000000001,No
1846101105,The Dolphins of Pern,Stefanie Scott,1912,44,113,High,426,214,Medium,273.2,22.700000000000003,Yes
0452282829,We Were the Mulvaneys,Joyce Carol Oates,1996,10,29,Medium,0,312,Medium,4.0,15.6,No
2396009026,Das Hotel New Hampshire,Stephen King,1981,8,45,Medium,110,679,Long,69.2,39.95,No
0671632949,Astrology and Your Past Lives,Jeanne Avery,1987,2,38,Low,220,276,Medium,132.8,33.8,Yes
2205248017,Dolores Claiborne,Sandra Brown,1934,2,91,Low,609,439,Medium,366.2,35.95,Yes
0590629719,Clifford's Sports Day,Norman Bridwell,1996,3,29,Low,820,403,Medium,493.2,40.150000000000006,Yes
0912697520,Ellen Foster,Kaye Gibbons,1987,9,37,Medium,0,619,Long,-21.0,30.950000000000003,No
0375502548,Omerta,Mario Puzo,2000,28,25,High,155,771,Long,104.2,48.55,Yes
0747563721,The Man with the Dancing Eyes,Sophie Dahl,2003,2,22,Low,0,708,Long,0.8,35.4,No
7572878093,Essential XUL Programming,Charles H. Buck,1923,25,102,High,69,949,Long,51.4,53.45,Yes
2411359009,Walking After Midnight,David Rosenfelt,1946,29,79,High,91,750,Long,66.2,51.5,Yes
3405086873,The Defiant One,Ron Koertge,1965,38,60,High,132,720,Long,94.4,42.0,Yes
8119291231,Purification Ceremony,Earl Emerson,2015,44,10,High,164,145,Short,116.0,15.25,Yes
096788330X,Duncan Delaney and the Cadillac of Doom,A. L. Haskett,2000,1,25,Low,684,112,Short,410.8,23.6,Yes
0060952822,The Simpsons Guide to Springfield,Matt Groening,1998,1,27,Low,343,571,Long,206.2,42.55,Yes
0446527785,A Bend in the Road,Nicholas Sparks,2001,11,24,Medium,384,893,Long,234.8,60.650000000000006,Yes
3143828835,The Art and Craft of Feature Writing,Dennis Miller,1903,7,122,Medium,0,276,Medium,2.8000000000000003,13.8,No
0312850247,The Trikon Deception,Ben Bova,1992,3,33,Low,0,797,Long,1.2000000000000002,39.85,No
8453722833,The Te of Piglet,John Mortimer,2001,23,24,High,51,510,Long,39.8,27.5,Yes
0373196504,The Tycoon's Double Trouble  (Daycare Dads),Susan Meier,2003,1,22,Low,0,649,Long,0.4,32.45,No
3257228449,Der kugelrunde Roberto.,Susanna Tamaro,1995,1,30,Low,340,227,Medium,204.4,19.35,Yes
881787017X,Senza Sangue,Alessandro Baricco,2002,20,23,Medium,0,696,Long,8.0,34.800000000000004,No
6934644157,Diamanten - Dynastie. Roman.,Debbie Macomber,1982,31,43,High,558,314,Medium,347.2,33.7,Yes
3416879126,Daisy Fay and the Miracle Man,Robin McKinley,1975,46,50,High,91,506,Long,73.0,39.3,Yes
0688014550,Ralph S. Mouse,Beverly Cleary,1982,29,43,High,460,502,Long,287.6,45.1,Yes
0439321603,Fantastic Beasts and Where to Find Them,J. K. Rowling,2001,40,24,High,960,843,Long,592.0,62.150000000000006,Yes
0679410341,Unto the Sons,Gay Talese,1992,6,33,Medium,203,687,Long,124.2,48.35,Yes
2077276712,Snow in August,Jennifer Crusie,1905,39,120,High,105,432,Medium,78.6,35.6,Yes
0375418954,The Fourth Hand,John Irving,2001,10,24,Medium,584,186,Short,354.4,25.3,Yes
0812517032,Irene's Last Waltz,Carole Nelson Douglas,1994,2,31,Low,0,798,Long,-29.2,39.900000000000006,No
0373218397,Summer Pleasures,Nora Roberts,2002,10,23,Medium,0,657,Long,4.0,32.85,No
8688049372,Master of Many Treasures,Joanne Harris,1964,21,61,High,77,312,Medium,54.6,17.6,Yes
5051034269,More Die of Heartbreak,Paula Huston,1934,20,91,Medium,568,580,Long,348.8,45.0,Yes
0881845906,The Mammoth Book of Ghost Stories,Richard Dalby,1990,1,35,Low,350,927,Long,210.4,56.35,Yes
0399146237,Running Blind,Lee Child,2000,24,25,High,498,496,Medium,308.40000000000003,36.8,Yes
0679458182,Personal History,Katharine Graham,1997,6,28,Medium,0,507,Long,2.4000000000000004,25.35,No
1586210998,Suzanne's Diary for Nicholas,James Patterson,2001,34,24,High,0,216,Medium,13.6,10.8,No
0380766558,The Elusive Flame,Kathleen E. Woodiwiss,1998,5,27,Low,0,955,Long,2.0,47.75,No
0061056286,"The Western King (The Rune Blade Trilogy, Book 2)",Ann Marston,1996,2,29,Low,560,753,Long,336.8,53.65,Yes
0471415804,Essential XUL Programming,Vaughn Bullard,2001,3,24,Low,0,866,Long,1.2000000000000002,43.3,No
4025984789,Crossing Over,David Freemantle,1908,37,117,High,675,493,Medium,419.8,42.650000000000006,Yes
0553502417,The Brethren,John Grisham,2000,51,25,High,513,852,Long,328.2,60.6,Yes
0804107432,Dying Young,Marti Leimbach,1991,1,34,Low,0,924,Long,0.4,46.2,No
9998104790,The Witness,Lisa Brez,2024,46,1,High,483,115,Short,308.2,19.75,Yes
6913452653,So You Want to Be a Stay-At-Home Mom,Scott Gardiner,1995,18,30,Medium,291,745,Long,181.8,43.25,Yes
0671619373,LADY BOSS,Jackie Collins,1990,20,35,Medium,540,782,Long,332.0,57.1,Yes
156971620X,Harlequin Valentine,Neil Gaiman,2002,4,23,Low,621,880,Long,374.2,62.0,Yes
0553106341,Dust to Dust,Tami Hoag,2000,13,25,Medium,0,462,Medium,5.2,23.1,No
1891053426,Best of Temp Slave,Jeff Kelly,1997,1,28,Low,104,877,Long,62.8,51.85,Yes
0345331605,Dragonsdawn,Anne McCaffrey,1988,31,37,High,578,717,Long,359.2,49.85,Yes
9316185211,Born in Fire,Christina Skye,1936,39,88,High,79,808,Long,63.0,56.400000000000006,No
0316340944,Snow in August,Pete Hamill,1997,6,28,Medium,0,303,Medium,2.4000000000000004,15.15,No
0399142274,Chromosome 6,Robin Cook,1997,4,28,Low,0,767,Long,1.6,38.35,No
0312865031,Gravelight,Marion Zimmer Bradley,1997,4,28,Low,154,570,Long,94.0,42.5,Yes
0553229109,How to Survive the Loss of a Love,Harold H. Bloomfield,1982,1,43,Low,310,112,Short,186.4,25.6,Yes
0345405625,The Great War: Walk in Hell,Harry Turtledove,2000,6,25,Medium,0,805,Long,2.4000000000000004,40.25,No
0312099096,The Sculptress,Minette Walters,1993,16,32,Medium,0,728,Long,6.4,36.4,No
0399135243,Hocus Pocus,Kurt Vonnegut,1990,15,35,Medium,104,208,Medium,68.4,18.4,Yes
3816113602,Te Llamare Viernes (Fabula),Cheryl Gochnauer,1958,6,67,Medium,284,843,Long,172.8,50.150000000000006,Yes
050552208X,A Darker Dream,Amanda Ashley,1997,5,28,Low,0,119,Short,2.0,5.95,No
0380752115,Whisper to Me of Love,Shirlee Busbee,1991,5,34,Low,0,558,Long,2.0,27.9,No
045121157X,Monkeewrench,P. J. Tracy,2004,2,21,Low,0,534,Long,0.8,26.700000000000003,No
1782972420,The first summer year,Christopher Pike,1935,11,90,Medium,180,956,Long,112.4,65.80000000000001,Yes
4435398617,"Many Lives, Many Masters",Christina Dodd,1921,24,104,High,80,812,Long,57.6,44.6,Yes
0670260770,The Dead Zone,Stephen King,1979,86,46,High,0,788,Long,34.4,39.400000000000006,Yes
3404139968,Von Zeit zu Zeit. Die Vergangenheit ist nur einen Schritt entfernt.,Jack Finney,1998,1,27,Low,0,299,Medium,-3.8,14.95,No
1092593085,Does My Bum Look Big in This?,Jack Higgins,1960,42,65,High,55,394,Medium,49.8,29.700000000000003,Yes
0060972777,This Boy's Life: A Memoir,Tobias Wolff,1989,1,36,Low,0,484,Medium,0.4,24.200000000000003,No
3442446937,Tage der Unschuld.,Richard North Patterson,2000,1,25,Low,0,875,Long,0.4,43.75,No
0671523074,Eye of the Beholder,Jayne Ann Krentz,1999,8,26,Medium,0,754,Long,3.2,37.7,No
0786864133,Napalm &amp; Silly Putty,George Carlin,2001,7,24,Medium,560,911,Long,338.8,61.55,Yes
0553101242,Raptor Red,Robert T. Bakker,1995,7,30,Medium,0,156,Short,2.8000000000000003,7.800000000000001,No
0785268030,Starting Your Marriage Right &lt;i>what You Need To Know In The Early Years To Make It Last A Lifetime&lt;/i>,Dennis Rainey,2000,1,24,Low,0,397,Medium,-10.6,19.85,No
0743436741,The Lions of Lucerne,Brad Thor,2002,4,23,Low,469,921,Long,283.0,60.05,Yes
0670824399,Matilda,Roald Dahl,1988,149,37,High,680,909,Long,467.6,61.45,Yes
9301469942,The Forest House,Sandra Levy Ceren,2009,31,16,High,200,302,Medium,132.4,25.1,Yes
7778978524,The Girl Who Loved Tom Gordon,Jonathan Pearce,1915,15,112,Medium,176,891,Long,111.6,58.55,Yes
0316724440,Vineland,Thomas Pynchon,1990,23,35,High,0,459,Medium,9.2,22.950000000000003,No
7027002869,An incidental memoir,Santiago Alba Rico,1963,34,62,High,637,684,Long,395.8,48.2,Yes
3128705102,New York Dead,Lawrence J. Magid,1935,17,90,Medium,342,685,Long,212.0,46.25,Yes
0399136312,The Sum of All Fears,Tom Clancy,1991,47,34,High,0,180,Short,18.8,9.0,No
3447203448,Finally I'm a Doctor,Robert Ludlum,2006,47,17,High,44,588,Long,45.2,31.4,No
0395511011,Symposium,Muriel Spark,1990,12,35,Medium,380,254,Medium,232.8,22.700000000000003,Yes
0393022722,Deep Lie,Stuart Woods,1986,14,38,Medium,0,635,Long,-6.999999999999999,31.75,No
1551666235,Wild Enough For Willa (Mira),Ann Major,2000,1,26,Low,19,738,Long,11.4,36.9,No
0373250134,Slightly Single (Red Dress Ink (Paperback)),Wendy Markham,2002,1,23,Low,576,998,Long,345.99999999999994,61.900000000000006,Yes
1562451650,Great Quotes from Great Teachers,Marlene Rimler,1994,1,31,Low,576,494,Medium,345.99999999999994,36.7,Yes
0440223547,"To Dream in the City of Sorrows (Babylon 5, Book 9)",Kathryn M. Drennan,1997,1,28,Low,135,970,Long,81.4,66.5,Yes
0743444051,CSI: Sin City,Max Allan Collins,2002,1,23,Low,0,761,Long,0.4,38.05,No
044132231X,Heathcliff Gone Fishing,George Gately,1985,1,40,Low,0,685,Long,0.4,34.25,No
8399563490,The Great Victorian Collection,James Redfield,1909,17,116,Medium,801,495,Medium,487.4,42.75,Yes
2396009026,Das Hotel New Hampshire,Stephen King,1981,6,42,Medium,93,688,Long,58.2,40.4,No
0553452371,Time Bomb,Jonathan Kellerman,1990,11,35,Medium,0,111,Short,4.4,5.550000000000001,No
0684810395,Pretend You Don't See Her,Mary Higgins Clark,1997,21,28,High,133,641,Long,88.2,46.05,Yes
0843931787,Encantadora,Gail Link,1991,2,34,Low,145,653,Long,87.8,42.65,Yes
0843948302,Voice of the Blood,Jemiah Jefferson,2001,2,24,Low,855,779,Long,513.8,56.95,Yes
0441435351,Kent Montana and the Really Ugly Thing from Mars,Lionel Fenn,1990,1,34,Low,3,717,Long,1.7999999999999998,35.85,No
1931514925,Chobits Vol.1,Clamp,2002,1,23,Low,189,919,Long,113.8,59.95,Yes
0380815931,In the Beginning...was the Command Line,Neal Stephenson,1999,10,26,Medium,770,769,Long,466.0,58.45,Yes
0399128409,Smart Women,Judy Blume,1983,26,41,High,0,908,Long,-10.6,45.400000000000006,No
0553057960,Time Bomb,Jonathan Kellerman,1990,11,35,Medium,0,665,Long,4.4,33.25,No
7789669520,Drudge Manifesto,Melinda Haynes,1996,26,29,High,0,887,Long,10.4,44.35,No
4260442677,Expendable,Ria Fehlau,1914,34,113,High,539,294,Medium,337.0,26.700000000000003,Yes
1551668432,Texas Ranger,Diana Palmer,2001,6,22,Medium,362,415,Medium,219.6,36.75,Yes
0312984863,The Impostor : The Liar's Club (Liars Club),Celeste Bradley,2003,8,22,Medium,423,263,Medium,257.0,31.15,Yes
0515132632,Isle of Lies,Donna Fletcher,2002,1,23,Low,760,538,Long,456.4,42.900000000000006,Yes
0060198338,Hit List,Lawrence Block,2000,15,25,Medium,0,861,Long,6.0,43.05,No
4719412395,The Art and Craft of Feature Writing,Arthur C. Clarke,1941,2,83,Low,220,880,Long,132.8,54.0,Yes
0399147381,Hemlock Bay,Catherine Coulter,2001,8,24,Medium,0,733,Long,3.2,36.65,No
0679457976,Airframe,Michael Crichton,1996,73,29,High,264,971,Long,187.6,64.55000000000001,Yes
9231472951,The Wheel of Fortune,Scott Turow,1961,13,64,Medium,567,121,Short,345.4,20.05,Yes
0312867131,Calculating God,Robert J. Sawyer,2000,3,25,Low,0,377,Medium,1.2000000000000002,18.85,No
0671568825,Now You See Her,Linda Howard,1998,12,27,Medium,38,430,Medium,27.6,21.5,No
8612233796,"Lalu lalula, arme kleine Ophelia. Eine unheimliche Liebesgeschichte.",Elaine Coffman,2018,9,7,Medium,368,473,Medium,224.4,39.650000000000006,Yes
0684810794,The BIBLE CODE,Michael Drosnin,1997,3,27,Low,392,218,Medium,236.4,30.9,Yes
9118309024,Swimming to Catalina,Sandra Brown,1993,10,32,Medium,388,720,Long,236.8,44.0,Yes
0380802325,Suddenly You,Lisa Kleypas,2001,6,24,Medium,462,211,Medium,279.6,22.55,Yes
8432245607,"Yo, Tu Madre/I, Your Mother",Christiane Collange,1985,1,40,Low,204,736,Long,122.8,42.8,Yes
038542471x,The Client,John Grisham,1993,80,32,High,0,118,Short,32.0,5.9,Yes
059042761X,Wednesday Witch,Ruth Chew,1969,3,58,Low,177,545,Long,107.4,47.25,Yes
0786863986,A Monk Swimming,Malachy McCourt,1998,8,27,Medium,240,168,Short,147.2,18.4,Yes
1575667614,Kentucky Rich,Fern Michaels,2001,3,22,Low,29,293,Medium,18.6,14.65,No
7816084329,Cujo,Nora Roberts,1965,26,59,High,20,330,Medium,22.4,18.5,No
0945397410,Outhouses of Alaska,Harry M. Walker,1996,1,29,Low,360,183,Short,216.4,29.15,Yes
5701374832,101 Dinosaur Jokes,David Baldacci,1919,27,106,High,0,249,Medium,10.8,12.45,No
0590462261,Back to the Titanic! (Travelers Through Time),Beatrice Gormley,1994,6,31,Medium,0,400,Medium,2.4000000000000004,20.0,No
2643958101,The Bad Girl's Guide to the Party Life,Patricia Cornwell,1974,49,51,High,91,999,Long,74.2,51.95,Yes
0805000585,The Beet Queen,Louise Erdrich,1986,34,39,High,0,477,Medium,13.6,23.85,No
0399130276,"Chapterhouse Dune (Dune Chronicles, Book 6)",Frank Herbert,1985,1,38,Low,559,629,Long,335.4,51.45,Yes
156341029X,Stone Butch Blues,Leslie Feinberg,1993,38,32,High,288,814,Long,188.0,56.7,Yes
7831024276,Pronto,Tom Clancy,1970,21,55,High,245,151,Short,155.4,15.55,Yes
0394447689,The Terminal Man,Michael Crichton,1972,45,53,High,0,483,Medium,18.0,24.15,No
0373691157,Hot Off the Press,Nancy Warren,2003,1,22,Low,0,229,Medium,0.4,11.45,No
0743222008,The Vanished Man : A Lincoln Rhyme Novel,Jeffery Deaver,2003,1,22,Low,0,799,Long,0.4,39.95,No
0316693286,Pop Goes the Weasel,James Patterson,1999,32,24,High,294,291,Medium,189.2,22.55,Yes
0590424165,Sideways Arithmetic from Wayside School,Louis Sachar,1989,10,37,Medium,661,964,Long,400.6,64.2,Yes
9381194781,The Quiet Game,Barbara Kingsolver,1936,45,88,High,587,376,Medium,370.2,32.8,Yes
9681500555,Diario de Ana Frank,Anne Frank,2000,2,25,Low,810,709,Long,486.8,53.45,Yes
5954575961,Red Dragon,Robert Reilly,1972,40,53,High,180,429,Medium,124.0,31.450000000000003,Yes
0684810794,The BIBLE CODE,Michael Drosnin,1997,4,28,Low,430,223,Medium,259.6,31.15,Yes
0694524379,Prodigal Summer,Barbara Kingsolver,2000,10,24,Medium,17,894,Long,14.2,44.7,No
1570426384,The Simple Truth,David Baldacci,1998,49,28,High,13,767,Long,27.4,38.35,No
0446300101,"The Beans of Egypt, Maine",Carolyn Chute,1986,3,39,Low,408,240,Medium,246.0,28.0,Yes
0590769588,You're Invited to Mary-Kate &amp; Ashley's Christmas Party (You're Invited to Mary-Kate &amp; Ashley's),Ellen Reymes,1997,1,29,Low,0,798,Long,-5.8,39.900000000000006,No
0373764685,The Royal Treatment  (Crown And Glory),Maureen Child,2002,3,25,Low,9,998,Long,6.6,49.900000000000006,No
3997765447,Heartbound (Homespun),Leslie Feinberg,2014,19,11,Medium,132,383,Medium,86.8,27.15,Yes
044100668X,"The Lost Years of Merlin (Lost Years of Merlin, Bk. 1)",T. A. Barron,1999,1,26,Low,0,544,Long,0.4,27.200000000000003,No
0385600593,Blackberry Wine,Joanne Harris,2000,12,25,Medium,0,666,Long,4.800000000000001,33.300000000000004,No
0060179252,New York Dead,Stuart Woods,1991,14,34,Medium,0,765,Long,5.6000000000000005,38.25,No
1573220213,The Woman Who Walked on Water,Lily Tuck,1996,1,29,Low,0,906,Long,0.4,45.3,No
