Title,Author,Subjects,First Publish Year,Edition Count,ISBN
Picture of Dorian Gray,"Oscar Wilde, Oscar Wilde, Oscar Wilde",,1890.0,2296.0,
Samuel Taylor Coelridge (Everyman Poetry Library),Not Found,Not Found,,,
Der Alchimist.,Paulo Coelho,,2006.0,1.0,
Das Lied der alten Steine.,Barbara Erskine,,2001.0,2.0,
"Suche Hose, biete Rock.",Annegrit Arens,,1997.0,1.0,
Zeit im Wind.,Nicholas Sparks,,1999.0,3.0,
Shadowrun. Deutschland in den Schatten.,Not Found,Not Found,,,
Der Fanger Im Roggen,J. D. Salinger,,1999.0,1.0,
Demian. Die Geschichte von Emil Sinclairs Jugend.,Not Found,Not Found,,,
Vielleicht lieber morgen.,Not Found,Not Found,,,
"Ich, Prinzessin Viola: Ein altes Haus und seine Besetzer",Not Found,Not Found,,,
Das Druidentor.,Wolfgang Hohlbein,,1993.0,11.0,
Timeless/Four Breathtaking Tales of Hearts That Reach Across Time-For Love: A Midsummer Day's Dream/Lovers of the Golden Drum/Out of Time/Echoes of L,Not Found,Not Found,,,
Vice,Mackenzi Lee,,2017.0,9.0,
West of Dodge,Louis L'Amour,,1996.0,9.0,
The Union Forever (Lost Regiment (Numbered)),Not Found,Not Found,,,
The Callahan Touch,Spider Robinson,,1993.0,2.0,
Caverns of Socrates,Dennis L. McKiernan,,1995.0,2.0,
"Between The Sheets (Harlequin Temptation, No 607)",Not Found,Not Found,,,
Kent Montana and the Really Ugly Thing from Mars,Lionel Fenn,,1990.0,2.0,
Black Knight,Rina Kent,,2021.0,4.0,
"Midsummer Madness (Silhouette Desire, No 729)",Not Found,Not Found,,,
"Hand Of An Angel (Silhouette Desire, No 844)",Not Found,Not Found,,,
The crow road,Iain M. Banks,,1992.0,16.0,
Life Is Elsewhere,"Milan Kundera, Aaron Asher",,2023.0,1.0,
Breakfast at Tiffany's: And Three Stories (First Vintage International),Not Found,Not Found,,,
Golden Gate,"Laurence Yep, Wayne McLaughlin",,1993.0,9.0,
Rachel's Tears: The Spiritual Journey of Columbine Martyr Rachel Scott,Not Found,Not Found,,,
The Sorrows of Young Werther (Penguin Classics),Not Found,Not Found,,,
"Metropolis (Bfi Film Classics, 54)",Not Found,Not Found,,,
Alien at St Wilfred's,Adrian Plass,,1992.0,1.0,
Why I Follow Jesus,Adrian Plass,,2000.0,2.0,
"Sacred Diary of Adrian Plass, Christian Speaker Aged 45 3/4",Adrian Plass,,1996.0,3.0,
Colours of Survival,Adrian Plass,,2000.0,1.0,
Angelas Ashes,Frank McCourt,,1996.0,35.0,
Far from the Madding Crowd (Penguin Classics),Thomas Hardy,,2013.0,1.0,
Memoirs of a Geisha Uk,Not Found,Not Found,,,
Who Were the Pharaohs?: A History of Their Names With a List of Cartouches,Not Found,Not Found,,,
"Last Dance, Last Chance (Ann Rule's Crime Files)",Not Found,Not Found,,,
Ham on Rye,Charles Bukowski,,1982.0,11.0,
Once,T. H. White,,1939.0,81.0,
Are You Experienced?,Jordan Sonnenblick,,2013.0,4.0,
"Oh, wie schÃ?Â¶n ist Panama",Not Found,Not Found,,,
"Komm, wir finden einen Schatz",Janosch,,1986.0,1.0,
Konig Babar,Jean de Brunhoff,,1980.0,2.0,
Die Geschichte Von Babar,Jean de Brunhoff,,1989.0,1.0,
Serafin und seine Wundermaschine.,"Philippe Fix, Janine Ast, Alain. Gree, Sabine Ibach",,1999.0,1.0,
Ich schenk Dir meinen Mann.,Claudia Keller,,1995.0,3.0,
Die PrÃ?Â¼fung.,Not Found,Not Found,,,
Der kleine Taschentherapeut. In 60 Sekunden wieder o.k.,Not Found,Not Found,,,
Die Wolfsfrau. Die Kraft der weiblichen Urinstinkte.,Not Found,Not Found,,,
Was ist das?,Martin Heidegger,,1956.0,16.0,
Post fÃ?Â¼r den Tiger,Not Found,Not Found,,,
Das Leben der Thiere,Janosch,,1991.0,1.0,
Choke,Chuck Palahniuk,,2001.0,22.0,
Survivor : A Novel,Unknown,,,1.0,
Gifted Trust,John Paul Allen,,2002.0,3.0,
"Lamb : The Gospel According to Biff, Christ's Childhood Pal",Christopher Moore,,,1.0,
Le Coq De Bruygre (Folio Ser; No. 1229)),Michel Tournier,,1987.0,1.0,
Retour Ã?Â  Brooklyn,"Hubert Selby, Jr.",,1999.0,1.0,
"Ask for May, Settle for June (A Doonesbury book)",Not Found,Not Found,,,
The Curse of Madame C : A Far Side Collection,Gary Larsen,,1995.0,1.0,
Lake Wobegon Days,Garrison Keillor,,1985.0,26.0,
Rush Limbaugh Is a Big Fat Idiot: And Other Observations,Al Franken,,1996.0,3.0,
Happy Trails,Julie Hecht,,2008.0,9.0,
"14,000 Things to Be Happy About",Barbara Ann Kipfer,,1990.0,3.0,
In the Frame,Dick Francis,,1653.0,31.0,
The New Rabbi : A Congregation Searches for Its Leader,Not Found,Not Found,,,
Dealing With Dragons (Enchanted Forest Chronicles (Paperback)),Not Found,Not Found,,,
All Too Human : A Political Education,Not Found,Not Found,,,
Rubyfruit Jungle,Rita Mae Brown,,1973.0,33.0,
Little Women (Penguin Classics),Not Found,Not Found,,,
The Thief Lord,Unknown,,2000.0,1.0,
Fantastic Four Illustrated Books,Not Found,Not Found,,,
"Sex, Art, and American Culture: Essays",Not Found,Not Found,,,
Return of the Jedi (Star Wars),Lawrence Kasdan,,1995.0,1.0,
Stranger in a Strange Land,Robert A. Heinlein,,1961.0,78.0,
Ship Who Sang,Anne McCaffrey,,1969.0,17.0,
Little Women (Treasury of Illustrated Classics),Unknown,,,1.0,
The Color of Water: A Black Man's Tribute to His White Mother,James McBride,,2014.0,1.0,
Wayside School is Falling Down,Louis Sachar,,1989.0,27.0,
The Dolphins of Pern,Anne McCaffrey,,1994.0,15.0,
Dragonsdawn,Anne McCaffrey,,1988.0,31.0,
Beneath an Opal Moon,Eric Van Lustbader,,1980.0,5.0,
Myth-Ion Improbable (Myth Books),Not Found,Not Found,,,
Anne Frank: The Diary of a Young Girl,M.H Lewittes,,1960.0,1.0,
Kriya Yoga Sutras of Patanjali and the Siddhas,"Marshall Govindan, Georg Feverstein",,2001.0,1.0,
The Family Orchard,Nomi Eve,,2000.0,6.0,
THIS HALLOWED GRND,Bruce Catton,,1972.0,6.0,
Miracle Worker,William Gibson,,1956.0,46.0,
HISTORY OF THE SOUTHERN CONFEDERACY,Clement Eaton,,1954.0,7.0,
War of the Worlds,H. G. Wells,,1898.0,428.0,
Elfstones of Shannara,Terry Brooks,,1982.0,23.0,
Sword of Shannara,Terry Brooks,,1976.0,38.0,
"Ogre, Ogre",Piers Anthony,,1982.0,15.0,
The Stand: Complete and Uncut,Not Found,Not Found,,,
Lonesome Dove,Larry McMurtry,,1985.0,26.0,
Shopaholic Takes Manhattan (Summer Display Opportunity),Not Found,Not Found,,,
Confessions of a Shopaholic (Summer Display Opportunity),Not Found,Not Found,,,
The Cider House Rules,John Irving,,1985.0,42.0,
PRIME TIME : PRIME TIME,"Susanne Fendler, Ute Fendler",,2004.0,1.0,
Uncle Tungsten: Memories of a Chemical Boyhood,Not Found,Not Found,,,
Family At Last (Love Inspired (Numbered)),Not Found,Not Found,,,
Sons of Texas : Callaway Country,Annette Broadrick,,2000.0,1.0,
Gingerbread,Mairi Mackinnon,,2006.0,6.0,
Strange Memories The Nancy Drew Files 122 (Nancy Drew Files (Paperback)),Not Found,Not Found,,,
"My Grandfathers Blessings : Stories of Strength, Refuge, and Belonging",Rachel Naomi Remen MD,,2000.0,1.0,
Summer Light,Luanne Rice,,2001.0,15.0,
Smoke in Mirrors,Jayne Ann Krentz,,2002.0,7.0,
Table For Two,Nora Roberts,,2002.0,11.0,
Winter Wedding,Betty Neels,,1979.0,11.0,
Divining Women (Ay Spoken Word - Gibbons),Not Found,Not Found,,,
Eve's Rib,Marianne J. Legato,,2013.0,6.0,
In Search of America,Martin W. Sandler,,1975.0,6.0,
The Distance Between,Reyna Grande,,2013.0,7.0,
The Museum Guard,Howard. Norman,,1999.0,1.0,
No One Thinks of Greenland,John Griesemer,,2002.0,4.0,
Evening News: A Novel,Not Found,Not Found,,,
Having Everything,Rupert Hughes,,1917.0,15.0,
Nothin' but Good Times Ahead,Molly Ivins,,1993.0,3.0,
Hunting Badger,Tony Hillerman,,1999.0,17.0,
The Education of Little Tree (A Zia Book),Not Found,Not Found,,,
The Island of the Day Before,ZUNI CHOPRA,,2018.0,1.0,
Darwin's Radio,Greg Bear,,1999.0,17.0,
Good Omens,"Neil Gaiman, Terry Pratchett",,1990.0,72.0,
Il Dio Delle Piccole Cose,Not Found,Not Found,,,
The Songcatcher: A Ballad Novel,Not Found,Not Found,,,
Fatal Voyage,Kathy Reichs,,2001.0,12.0,
Praying for Sleep,Jeffery Deaver,,1994.0,5.0,
Flashback,Shannon Messenger,,2012.0,17.0,
Red Square,Martin Cruz Smith,,1992.0,24.0,
Pearl in the Mist (Landry),Not Found,Not Found,,,
Knockin' at Heaven's Door,Stephen Hill,,1999.0,2.0,
Shock,Naomi Klein,,2007.0,32.0,
Das Halsband der Taube.,E. W. Heine,,1994.0,1.0,
Isle of Lies,Donna Fletcher,,2002.0,1.0,
Bronze Mirror,Jeanne Larsen,,1991.0,3.0,
Doll's Eyes,Bari Wood,,1993.0,3.0,
Men and Brethren,James Gould Cozzens,,1936.0,5.0,
"My Father, His Son","Reidar Jonsson, Marianne Ruuth",,2011.0,2.0,
Starlings Laughing: A Memoir of Africa,June Vendall Clark,,1991.0,1.0,
The God of Mirrors,Robert Reilly,,1986.0,2.0,
Unassigned Territory,Kem Nunn,,1987.0,4.0,
The Best of Larry King Live: The Greatest Interviews,Not Found,Not Found,,,
The Poisonwood Bible: A Novel,Barbara Kingsolver,,2005.0,1.0,
A Lesson Before Dying (Vintage Contemporaries (Paperback)),Not Found,Not Found,,,
Operating Instructions: A Journal of My Son's First Year,Not Found,Not Found,,,
Jewel,Bram Stoker,,1967.0,222.0,
Their Eyes Were Watching God: A Novel,Unknown,,,1.0,
"Wild Magic (Fool's Gold, Book 2)",Jude Fisher,,2004.0,1.0,
The Satanic Verses,Salman Rushdie,,1988.0,48.0,
Shadowmancer,G. P. Taylor,,2003.0,5.0,
Notes From a Small Planet,Not Found,Not Found,,,
DINOSAUR PLANET 2 SURVIVORS,Anne McCaffrey,,1984.0,7.0,
The Grapes of Wrath: John Steinbeck Centennial Edition (1902-2002),Not Found,Not Found,,,
Northern Lights (His Dark Materials S.),Not Found,Not Found,,,
A Prayer for Owen Meany,John Irving,,1989.0,32.0,
Away from It All,Sloan Wilson,,1969.0,2.0,
Winnie-The-Pooh on Management and Problem Solving,Not Found,Not Found,,,
An ABC for You and Me,Margaret Tempest,,1948.0,1.0,
Popular Reward: the Brave Toy Soldier: And Other Stories (Enid Blyton's Popular Rewards Series VII),Not Found,Not Found,,,
Shadowheart : Legends of the Raven (Legends of the Raven),Not Found,Not Found,,,
Nightchild (Gollancz SF S.),Not Found,Not Found,,,
The Prophet,Kahlil Gibran,,1900.0,361.0,
How Not to Be a Perfect Mother: The Crafty Mother's Guide to a Quiet Life (How Not to),Unknown,,,1.0,
"No Eye Can See (Kirkpatrick, Jane, Kinship and Courage Historical Series, Bk. 2.)",Not Found,Not Found,,,
The Sinner,John Bunyan,,1666.0,121.0,
Cold Sassy Tree,Olive Ann Burns,,1984.0,18.0,
A Tree Grows in Brooklyn,Betty Smith,,1943.0,87.0,
The Neverending Story,Michael Ende,,1983.0,1.0,
The Shipping News : A Novel,Robert Reed,,2019.0,1.0,
Hiding Place,"Corrie ten Boom, Elizabeth Sherrill, John Sherrill, John Scherrill, Jill De Haan, Daniel Strange",,1971.0,56.0,
Only The River Runs Free : A Novel (Galway Chronicles (Paperback)),Not Found,Not Found,,,
Only the Wind Remembers,Marlo M. Schalesky,,2003.0,1.0,
True Notebooks (Alex Awards (Awards)),Not Found,Not Found,,,
The No. 1 Ladies' Detective Agency (Today Show Book Club #8),Not Found,Not Found,,,
Driving Mr. Albert: A Trip Across America With Einstein's Brain,Not Found,Not Found,,,
French Lieutenant's Woman,John Fowles,,1969.0,60.0,
The Clearing: A Mystery,S. L. MacGregor Mathers,,1991.0,2.0,
Shopgirl,Steve Martin,,2000.0,10.0,
Kitchen,Amy Tan,,1991.0,46.0,
Museum of Science Book of Answers &amp; Questions,Ann Rae Jonas,,1996.0,1.0,
How in the World?: A Fascinating Journey Through the World of Human Ingenuity,Not Found,Not Found,,,
The Power of Myth (Illustrated Edition),Not Found,Not Found,,,
Crescent City,Sarah J. Maas,,2022.0,1.0,
Gibson's Student Guide to Western Canadian Universities,Dyanne Gibson,,1993.0,2.0,
"The New Hugo Winners, Vol. 2",Not Found,Not Found,,,
My Teacher is an Alien,Bruce Coville,,1989.0,27.0,
Tangle Box,Terry Brooks,,1994.0,26.0,
"Breath, Eyes, Memory",Edwidge Danticat,,1994.0,22.0,
A Walk in the Woods: Rediscovering America on the Appalachian Trail (Official Guides to the Appalachian Trail),Not Found,Not Found,,,
The Bottoms,Jennifer L. Armstrong,,1998.0,7.0,
The Flanders Panel,Unknown,,,1.0,
Where No Gods Came (Michigan Literary Fiction Awards),Not Found,Not Found,,,
"The Devil in the White City : Murder, Magic, and Madness at the Fair That Changed America (Illinois)",Not Found,Not Found,,,
The Adventures of Augie March,Saul Bellow,,1953.0,27.0,
Sacred Journey of the Peaceful Warrior,Dan Millman,,1991.0,1.0,
Chicken Soup for the Mother's Soul (Chicken Soup for the Soul Series (Paper)),Not Found,Not Found,,,
Adventures of Huckleberry Finn (Signet Classics (Paperback)),Not Found,Not Found,,,
The Silmarillion,J.R.R. Tolkien,,1977.0,147.0,
Teen Angst? Naaah . . . A Quasi-autobiography,Unknown,,,1.0,
Speak,Dale Carnegie,,1926.0,64.0,
Kerosene,Chris Wooding,,1999.0,12.0,
Songs in Ordinary Time (Oprah's Book Club (Paperback)),Not Found,Not Found,,,
Exploring Inner and Outer Space: A Scientist's Perspective on Personal and Planetary Transformation,Not Found,Not Found,,,
"Miracle in the Void: Free Energy, Ufos and Other Scientific Revelations",Not Found,Not Found,,,
The Second Coming of Science: An Intimate Report on the New Science,Not Found,Not Found,,,
Synchronicity: The Bridge Between Matter and Mind,Not Found,Not Found,,,
L. Ron Hubbard Presents Writers of the Future (L. Ron Hubbard Presents Writers of the Future),L. Ron Hubbard,,1992.0,1.0,
The Stone Monkey : A Lincoln Rhyme Novel,Jeffery Deaver,,,1.0,
Saucer,Stephen Coonts,,2002.0,18.0,
"Clones (Star Wars: Galaxy of Fear, Book 11)",Not Found,Not Found,,,
Jetzt will ichs wirklich wissen. Mit mentaler Powertechnik Ziele erreichen.,Peter Kummer,,2000.0,2.0,
Herr Lehmann. Ein Roman.,Not Found,Not Found,,,
Arnold: An Unauthorized Biography,Not Found,Not Found,,,
Freedom Train: The Story of Harriet Tubman,Patsy Simms,,2000.0,1.0,
Little Princess,"Frances Hodgson Burnett, Johanna Ward, Oxford University Press Staff, Jennifer Bassett, Justine Eyre, Nancy Bond",,1905.0,303.0,
Light on Yoga: Yoga Dipika,Not Found,Not Found,,,
Emotionally Weird: A Novel,Not Found,Not Found,,,
The Last Juror,John Grisham,,2003.0,38.0,
Cooking Light,Cooking Light,,1991.0,2.0,
Ill Wind (Anna Pigeon Mysteries (Paperback)),Not Found,Not Found,,,
Nelson's Bedtime Bible Stories : 150 Passages from the International Children's Bible,Not Found,Not Found,,,
"Bye, Bye, Butterfree (Pokemon Adventure (Golden Numbered))",Not Found,Not Found,,,
American Gothic,"Kevin J. Anderson, Brian Herbert, Brian Herbert",,1992.0,7.0,
"My Big Fake Green-Card Wedding (Harlequin American Romance, 987)",Not Found,Not Found,,,
English Handbook for Christian Schools,Grace C. Collins,,1985.0,1.0,
Summer Sisters,Judy Blume,,1998.0,36.0,
Fahrenheit 451 / Fahrenheit 451,Ray Bradbury,,1953.0,255.0,
The Overseer,William Kauffman Scarborough,,1966.0,6.0,
Valhalla Rising (Dirk Pitt Adventures (Paperback)),Not Found,Not Found,,,
U.S.S. Seawolf,Patrick Robinson,,2000.0,8.0,
Day of Reckoning,Jack Higgins,,2000.0,4.0,
Raptor Red,Robert T. Bakker,,1995.0,7.0,
The Dracula Tape,Fred Saberhagen,,1975.0,6.0,
Cold Sea Rising,Richard Moran,,1986.0,2.0,
Threat Vector,Tom Clancy,,2012.0,4.0,
America : A Jake Grafton Novel (A Jake Grafton Novel),Not Found,Not Found,,,
Nimitz Class,Patrick Robinson,,1997.0,10.0,
Hitchhikers's Guide to the Galaxy,Douglas Adams,,2004.0,3.0,
Tales of Terror and the Supernatural,Herbert A. Wise,,1944.0,2.0,
Un retour simple: Roman,Not Found,Not Found,,,
Braveheart,Lieutenant General Satish Dua (Retired),,2020.0,1.0,
The Hallelujah Side,Rhoda Huffey,,1999.0,1.0,
Obliviously On He Sails : The Bush Administration in Rhyme,Not Found,Not Found,,,
Riding the Bus with My Sister: A True Life Journey,Not Found,Not Found,,,
Perfect Skin: A Novel,Not Found,Not Found,,,
The Mount: A Novel,Robert Bage,,2018.0,1.0,
Callahan's Lady,Spider Robinson,,1989.0,3.0,
Half Asleep in Frog Pajamas,Tom Robbins,,1994.0,9.0,
Allegra Maud Goldman,Edith Konecky,,1976.0,5.0,
At Home in Mitford (The Mitford Years),Jan Karon,,2000.0,1.0,
Bel Canto: A Novel,Ann Patchett,,2006.0,1.0,
All Around the Town,"Mary Higgins Clark, Kate Nelligan",,1992.0,18.0,
Othello (3rd Series),Not Found,Not Found,,,
A Civil Action,Jonathan Harr,,1995.0,19.0,
Faking It,Natalie Anderson,,2011.0,7.0,
On Mystic Lake,Kristin Hannah,,1999.0,11.0,
Blue Moon,Lee Child,,2019.0,15.0,
The Fountainhead,Ayn Rand,,1943.0,61.0,
The Loop,Nicholas Evans,,1998.0,32.0,
Emma,Jane Austen,,1815.0,2260.0,
Good in Bed,Jodi Picocell,,2001.0,5.0,
Mansfield Park (Signet Classics (Paperback)),Not Found,Not Found,,,
Out of Sight,Elmore Leonard,,1996.0,27.0,
Sense and Sensibility,Jane Austen,,1811.0,2015.0,
Surfacing,Margaret Atwood,,1972.0,63.0,
The Vineyard,Barbara Delinsky,,2000.0,9.0,
The Count of Monte Cristo (Bantam Classics),Not Found,Not Found,,,
With Heart,lawrence Notebooks,,2017.0,62.0,
The Big Sleep,Raymond Chandler,,1939.0,115.0,
We'll Meet Again,Mary Higgins Clark,,1999.0,15.0,
How to Make an American Quilt,Whitney Otto,,1991.0,12.0,
Ellen Foster,Kaye Gibbons,,1987.0,10.0,
Where or When  : A Novel,Not Found,Not Found,,,
Sex &amp; the City,Simone de Beauvoir,,1949.0,85.0,
Of Love and Other Demons (Penguin Great Books of the 20th Century),Not Found,Not Found,,,
The Hours : A Novel,Unknown,,,1.0,
Resistance : A Novel,Anita Shreve,,,1.0,
A Natural History of Love,Diane Ackerman,,1994.0,4.0,
Alias Grace : A Novel,Frank Lorenz,,2007.0,1.0,
Jamaica Inn,Daphne du Maurier,,1936.0,96.0,
Almost Paradise,Susan Isaacs,,1984.0,9.0,
Cold Mountain : A Novel,Charles Frazier,,,1.0,
Fried Green Tomatoes at the Whistle Stop Cafe,"Fannie Flagg, Akiko Izumi",,1987.0,20.0,
Bird by Bird: Some Instructions on Writing and Life,David Lee,,2019.0,1.0,
Circle of Three: A Novel,Not Found,Not Found,,,
Lily White,Susan Isaacs,,1996.0,5.0,
Cha Cha Cha,Jane Heller,,1994.0,3.0,
The Best of Roald Dahl,Roald Dahl,,1978.0,4.0,
The Grave Maurice (Richard Jury Novels),Not Found,Not Found,,,
The Cabinet of Curiosities,"Douglas Preston, Lincoln Child",,2002.0,10.0,
The Years of Rice and Salt,Kim Stanley Robinson,,2002.0,13.0,
Midnight Runner,Jack Higgins,,2002.0,9.0,
On language,"Jen Haberling, Kevin Jay Stanton",,2016.0,2.0,
A Killing Gift,Leslie Glass,,2003.0,1.0,
El Gran Gatsby,Francis Scott Fitzgerald,,2008.0,12.0,
The Last Time They Met : A Novel,Not Found,Not Found,,,
Adventures of Huckleberry Finn (Dover Thrift Editions),Not Found,Not Found,,,
Bless the Child,Cathy Cash Spellman,,1993.0,15.0,
The Green Mile,Stephen King,,1996.0,91.0,
Somebody to Love? : A Rock-and-Roll Memoir,Not Found,Not Found,,,
"Bitter Blood: A True Story of Southern Family Pride, Madness, and Multiple Murder",Not Found,Not Found,,,
Name &amp; Address Withheld (Red Dress Ink (Paperback)),Tennessee Williams,,1947.0,68.0,
Rachel's Holiday,"Marian Keyes, Gerri Halligan",,1997.0,26.0,
Thing of Beauty,Stephen Fried,,1993.0,5.0,
COURTNEY LOVE: THE QUEEN OF NOISE,Not Found,Not Found,,,
Sinners,John Bunyan,,1666.0,121.0,
Little Girl Lost,Drew Barrymore,,1990.0,3.0,
The Princess Diaries,Meg Cabot,,2000.0,18.0,
North Country Man,Carrie Alexander,,2002.0,1.0,
The Farmer's Wife,Rachael Treasure,,2013.0,2.0,
The Comeback Girl  (Those Sullivan Sisters),Not Found,Not Found,,,
Secret Ceremonies: A Mormon Woman's Intimate Diary of Marriage and Beyond,Not Found,Not Found,,,
Another Man's Wife,Shonda Cheekes,,2003.0,4.0,
Sarah's Baby  (Koomera Crossing),Not Found,Not Found,,,
The Wailing Wind,Tony Hillerman,,2002.0,12.0,
Native American Postcolonial Psychology (Suny Series in Transpersonal and Humanistic Psychology),Not Found,Not Found,,,
A Heartbreaking Work of Staggering Genius,"Dave Eggers, Dion Graham",,2000.0,24.0,
The Mystery of Capital: Why Capitalism Triumphs in the West and Fails Everywhere Else,Not Found,Not Found,,,
The Other Path: The Economic Answer to Terrorism,Not Found,Not Found,,,
"In The Blink Of An Eye (The Taylor Clan) (Harlequin Intrigue, No. 651)",Not Found,Not Found,,,
The Importance of Being Earnest,Oscar Wilde,,1893.0,445.0,
Les Thanatonautes,"Bernard Werber, Bernard Werber",,1994.0,5.0,
Lost in a Good Book (Thursday Next Novels (Penguin Books)),Not Found,Not Found,,,
Bad Heir Day,Wendy Holden,,2000.0,2.0,
Charlotte Gray,Sebastian Faulks,,1999.0,2.0,
Apocalipstick,Sue Margolis,,2002.0,4.0,
Harem: A Novel,Unknown,,,1.0,
The Dress Lodger (Ballantine Reader's Circle),Not Found,Not Found,,,
Valley of the Dolls: A Novel,Not Found,Not Found,,,
Tunnel Vision (V.I. Warshawski Novels (Paperback)),Not Found,Not Found,,,
Comfortable Wife,Stephanie Laurens,,1997.0,5.0,
I Was Amelia Earhart,Jane Mendelsohn,,1996.0,5.0,
Summer Harvest,Madge Swindells,,1983.0,6.0,
"The Fellowship of the Ring (The Lord of the Rings, Part 1)",Not Found,Not Found,,,
